t_s,x_km,v_kmh,a_ms2,P_traction_kW,P_lev_kW,P_aux_kW,E_net_kWh
370.0,67.207125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,12.580432791336602
380.0,70.442125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,12.609450561809723
390.0,73.677125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,12.638468332282846
400.0,76.912125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,12.66748610275597
410.0,80.147125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,12.69650387322909
420.0,83.382125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,12.725521643702214
430.0,86.617125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,12.754539414175337
440.0,89.852125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,12.783557184648458
450.0,93.087125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,12.812574955121582
460.0,96.322125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,12.841592725594705
470.0,99.557125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,12.870610496067826
480.0,102.792125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,12.89962826654095
490.0,106.027125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,12.928646037014072
500.0,109.262125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,12.957663807487194
510.0,112.497125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,12.986681577960317
520.0,115.732125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,13.01569934843344
530.0,118.967125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,13.044717118906561
540.0,122.202125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,13.073734889379685
550.0,125.437125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,13.102752659852808
560.0,128.672125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,13.131770430325929
570.0,131.907125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,13.160788200799052
580.0,135.142125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,13.189805971272175
590.0,138.377125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,13.218823741745297
600.0,141.612125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,13.24784151221842
610.0,144.847125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,13.276859282691543
620.0,148.082125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,13.305877053164664
630.0,151.317125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,13.334894823637788
640.0,154.552125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,13.36391259411091
650.0,157.787125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,13.392930364584032
660.0,161.022125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,13.421948135057155
670.0,164.257125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,13.450965905530278
680.0,167.492125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,13.4799836760034
690.0,170.727125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,13.509001446476523
700.0,173.962125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,13.538019216949646
710.0,177.197125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,13.567036987422767
720.0,180.432125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,13.59605475789589
730.0,183.667125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,13.625072528369014
740.0,186.902125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,13.654090298842135
750.0,190.137125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,13.683108069315258
760.0,193.372125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,13.712125839788381
770.0,196.607125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,13.741143610261503
780.0,199.842125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,13.770161380734626
790.0,203.077125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,13.799179151207749
800.0,206.312125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,13.82819692168087
810.0,209.547125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,13.857214692153994
820.0,212.782125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,13.886232462627117
830.0,216.017125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,13.915250233100238
840.0,219.252125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,13.944268003573361
850.0,222.487125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,13.973285774046484
860.0,225.722125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,14.002303544519606
870.0,228.957125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,14.031321314992729
880.0,232.192125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,14.060339085465852
890.0,235.427125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,14.089356855938973
900.0,238.662125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,14.118374626412097
910.0,241.897125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,14.14739239688522
920.0,245.132125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,14.176410167358341
930.0,248.367125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,14.205427937831464
940.0,251.602125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,14.234445708304587
950.0,254.837125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,14.263463478777709
960.0,258.072125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,14.292481249250832
970.0,261.307125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,14.321499019723955
980.0,264.542125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,14.350516790197076
990.0,267.777125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,14.3795345606702
1000.0,271.012125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,14.408552331143323
1010.0,274.247125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,14.437570101616444
1020.0,277.482125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,14.466587872089567
1030.0,280.717125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,14.49560564256269
1040.0,283.952125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,14.524623413035812
1050.0,287.187125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,14.553641183508935
1060.0,290.422125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,14.582658953982058
1070.0,293.657125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,14.61167672445518
1080.0,296.892125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,14.640694494928303
1090.0,300.127125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,14.669712265401426
1100.0,303.362125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,14.698730035874547
1110.0,306.597125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,14.72774780634767
1120.0,309.832125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,14.756765576820793
1130.0,313.067125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,14.785783347293915
1140.0,316.302125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,14.814801117767038
1150.0,319.537125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,14.843818888240161
1160.0,322.772125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,14.872836658713283
1170.0,326.007125,1164.6000000000001,0.0,8.696397370330041,0.75,1.0,14.901854429186406
